Customer Key,Customer Name,Trader,Responsibility Center,Status,Date of Addition
C-717,Customer 717,Trader58,RC58,Canvassing,45063
C-718,Customer 718,Trader70,RC70,Canvassing,45282
C-719,Customer 719,Trader99,RC99,Canvassing,45063
C-72,Customer 72,Trader40,RC40,Canvassing,45282
C-720,Customer 720,Trader42,RC42,Canvassing,45282
C-721,Customer 721,Trader46,RC46,Active,45581
C-722,Customer 722,Trader78,RC78,Active,45371
C-723,Customer 723,Trader26,RC26,Open,44927
C-724,Customer 724,Trader26,RC26,Active,45063
C-725,Customer 725,Trader26,RC26,Open,44927
C-726,Customer 726,Trader99,RC99,Open,45691
C-727,Customer 727,Trader58,RC58,Active,45569
C-728,Customer 728,Trader71,RC71,Canvassing,45419
C-729,Customer 729,Trader99,RC99,Active,45097
C-73,Customer 73,Trader71,RC71,Canvassing,45419
C-730,Customer 730,Trader26,RC26,Canvassing,45097
C-731,Customer 731,Trader26,RC26,Open,44927
C-732,Customer 732,Trader6,RC6,Canvassing,45503
C-733,Customer 733,Trader26,RC26,Open,44927
C-734,Customer 734,Trader26,RC26,Canvassing,45282
C-735,Customer 735,Trader99,RC99,Canvassing,45282
C-736,Customer 736,Trader99,RC99,Canvassing,45063
C-737,Customer 737,Trader99,RC99,Canvassing,45419
C-738,Customer 738,Trader5,RC5,Canvassing,45381
C-739,Customer 739,Trader99,RC99,Canvassing,45419
C-74,Customer 74,Trader81,RC81,Canvassing,45282
C-740,Customer 740,Trader5,RC5,Active,45562
C-741,Customer 741,Trader99,RC99,Active,45372
C-742,Customer 742,Trader71,RC71,Active,45371
C-743,Customer 743,Trader58,RC58,Canvassing,45282
C-744,Customer 744,Trader99,RC99,Canvassing,45282
C-745,Customer 745,Trader99,RC99,Open,45687
C-746,Customer 746,Trader26,RC26,Canvassing,45419
C-747,Customer 747,Trader99,RC99,Open,45688
C-748,Customer 748,Trader99,RC99,Open,44927
C-749,Customer 749,Trader99,RC99,Blacklisted,45687
C-75,Customer 75,Trader26,RC26,Canvassing,45419
C-750,Customer 750,Trader52,RC52,Active,45630
C-751,Customer 751,Trader99,RC99,Open,45687
C-752,Customer 752,Trader52,RC52,Canvassing,45510
C-753,Customer 753,Trader99,RC99,Active,45300
C-754,Customer 754,Trader5,RC5,Canvassing,45419
C-755,Customer 755,Trader99,RC99,Active,45488
C-756,Customer 756,Trader70,RC70,Canvassing,45419
C-757,Customer 757,Trader26,RC26,Canvassing,45419
C-758,Customer 758,Trader17,RC17,Canvassing,45425
C-759,Customer 759,Trader71,RC71,Active,45419
C-76,Customer 76,Trader81,RC81,Canvassing,45419
C-760,Customer 760,Trader26,RC26,Canvassing,45419
C-761,Customer 761,Trader17,RC17,Canvassing,45063
C-762,Customer 762,Trader99,RC99,Active,45063
C-763,Customer 763,Trader58,RC58,Active,45371
C-764,Customer 764,Trader17,RC17,Canvassing,45419
C-765,Customer 765,Trader26,RC26,Open,44927
C-766,Customer 766,Trader17,RC17,Active,45282
C-767,Customer 767,Trader60,RC60,Open,44927
C-768,Customer 768,Trader27,RC27,Canvassing,45419
C-769,Customer 769,Trader99,RC99,Canvassing,45419
C-77,Customer 77,Trader72,RC72,Active,45590
C-770,Customer 770,Trader58,RC58,Open,44927
C-771,Customer 771,Trader73,RC73,Canvassing,45282
C-772,Customer 772,Trader52,RC52,Open,45694
C-773,Customer 773,Trader58,RC58,Canvassing,45103
C-774,Customer 774,Trader99,RC99,Open,45686
C-775,Customer 775,Trader58,RC58,Open,44927
C-776,Customer 776,Trader99,RC99,Active,45282
C-777,Customer 777,Trader41,RC41,Active,45377
C-778,Customer 778,Trader74,RC74,Canvassing,45510
C-779,Customer 779,Trader26,RC26,Active,45097
C-78,Customer 78,Trader99,RC99,Open,45434
C-780,Customer 780,Trader5,RC5,Canvassing,45419
C-781,Customer 781,Trader99,RC99,Canvassing,45282
C-782,Customer 782,Trader72,RC72,Canvassing,45282
C-783,Customer 783,Trader17,RC17,Canvassing,45282
C-784,Customer 784,Trader99,RC99,Blacklisted,45419
C-785,Customer 785,Trader99,RC99,Canvassing,45097
C-786,Customer 786,Trader99,RC99,Canvassing,45282
C-787,Customer 787,Trader71,RC71,Active,45376
C-788,Customer 788,Trader17,RC17,Canvassing,45425
C-789,Customer 789,Trader17,RC17,Active,45097
C-79,Customer 79,Trader5,RC5,Open,44927
C-790,Customer 790,Trader99,RC99,Active,45097
C-791,Customer 791,Trader73,RC73,Active,45371
C-792,Customer 792,Trader99,RC99,Open,44927
C-793,Customer 793,Trader65,RC65,Open,44927
C-794,Customer 794,Trader99,RC99,Blacklisted,45419
C-795,Customer 795,Trader65,RC65,Open,44927
C-796,Customer 796,Trader99,RC99,Canvassing,45419
C-797,Customer 797,Trader65,RC65,Canvassing,45419
C-798,Customer 798,Trader26,RC26,Open,44927
C-799,Customer 799,Trader58,RC58,Open,44927
C-08,Customer 8,Trader42,RC42,Canvassing,45282
C-80,Customer 80,Trader99,RC99,Canvassing,45419
C-800,Customer 800,Trader26,RC26,Open,44927
C-801,Customer 801,Trader19,RC19,Open,44927
C-802,Customer 802,Trader99,RC99,Canvassing,45282
C-803,Customer 803,Trader52,RC52,Active,45510
C-804,Customer 804,Trader38,RC38,Active,45371
C-805,Customer 805,Trader99,RC99,Canvassing,45419
C-806,Customer 806,Trader30,RC30,Canvassing,45419
C-807,Customer 807,Trader19,RC19,Open,44927
C-808,Customer 808,Trader58,RC58,Open,44927
C-809,Customer 809,Trader51,RC51,Canvassing,45097
C-81,Customer 81,Trader99,RC99,Canvassing,45380
C-810,Customer 810,Trader99,RC99,Open,44927
C-811,Customer 811,Trader17,RC17,Open,45604
C-812,Customer 812,Trader46,RC46,Open,45720
C-813,Customer 813,Trader46,RC46,Canvassing,45097
C-814,Customer 814,Trader65,RC65,Open,44927
C-815,Customer 815,Trader58,RC58,Active,45097
C-816,Customer 816,Trader51,RC51,Canvassing,45524
C-817,Customer 817,Trader99,RC99,Active,45282
C-818,Customer 818,Trader99,RC99,Blacklisted,45419
C-819,Customer 819,Trader99,RC99,Blacklisted,45419
C-82,Customer 82,Trader99,RC99,Canvassing,45282
C-820,Customer 820,Trader99,RC99,Blacklisted,45371
C-821,Customer 821,Trader99,RC99,Blacklisted,45419
C-822,Customer 822,Trader99,RC99,Blacklisted,45419
C-823,Customer 823,Trader99,RC99,Active,45097
C-824,Customer 824,Trader99,RC99,Blacklisted,45103
C-825,Customer 825,Trader65,RC65,Open,44927
C-826,Customer 826,Trader99,RC99,Blacklisted,45282
C-827,Customer 827,Trader99,RC99,Blacklisted,45097
C-828,Customer 828,Trader99,RC99,Blacklisted,45282
C-829,Customer 829,Trader99,RC99,Canvassing,45282
C-83,Customer 83,Trader65,RC65,Active,45419
C-830,Customer 830,Trader99,RC99,Blacklisted,45282
C-831,Customer 831,Trader58,RC58,Open,44927
C-832,Customer 832,Trader17,RC17,Open,44927
C-833,Customer 833,Trader65,RC65,Open,44927
C-834,Customer 834,Trader99,RC99,Canvassing,45419
C-835,Customer 835,Trader32,RC32,Canvassing,45419
C-836,Customer 836,Trader99,RC99,Open,45691
C-837,Customer 837,Trader99,RC99,Canvassing,45097
C-838,Customer 838,Trader65,RC65,Canvassing,45419
C-839,Customer 839,Trader5,RC5,Active,45377
C-84,Customer 84,Trader60,RC60,Open,44927
C-840,Customer 840,Trader58,RC58,Canvassing,45097
C-841,Customer 841,Trader26,RC26,Active,45282
C-842,Customer 842,Trader17,RC17,Canvassing,45425
C-843,Customer 843,Trader42,RC42,Active,45282
C-844,Customer 844,Trader17,RC17,Open,45425
C-845,Customer 845,Trader17,RC17,Active,45376
C-846,Customer 846,Trader99,RC99,Open,44927
C-847,Customer 847,Trader99,RC99,Active,45371
C-848,Customer 848,Trader65,RC65,Open,44927
C-849,Customer 849,Trader99,RC99,Canvassing,45282
C-85,Customer 85,Trader27,RC27,Canvassing,45282
C-850,Customer 850,Trader74,RC74,Canvassing,45097
C-851,Customer 851,Trader1,RC1,Open,44927
C-852,Customer 852,Trader65,RC65,Open,44927
C-853,Customer 853,Trader28,RC28,Active,45282
C-854,Customer 854,Trader46,RC46,Active,45517
C-855,Customer 855,Trader99,RC99,Open,45720
C-856,Customer 856,Trader51,RC51,Active,45440
C-857,Customer 857,Trader26,RC26,Open,44927
C-858,Customer 858,Trader71,RC71,Canvassing,45419
C-859,Customer 859,Trader19,RC19,Active,45568
C-86,Customer 86,Trader52,RC52,Active,45419
C-860,Customer 860,Trader51,RC51,Blacklisted,45524
C-861,Customer 861,Trader30,RC30,Canvassing,45491
C-862,Customer 862,Trader20,RC20,Canvassing,45419
C-863,Customer 863,Trader65,RC65,Canvassing,45517
C-864,Customer 864,Trader58,RC58,Open,44927
C-865,Customer 865,Trader99,RC99,Blacklisted,45282
C-866,Customer 866,Trader65,RC65,Open,44927
C-867,Customer 867,Trader65,RC65,Open,44927
C-868,Customer 868,Trader65,RC65,Canvassing,45282
C-869,Customer 869,Trader17,RC17,Open,44927
C-87,Customer 87,Trader76,RC76,Canvassing,45419
C-870,Customer 870,Trader99,RC99,Blacklisted,45604
C-871,Customer 871,Trader65,RC65,Open,44927
C-872,Customer 872,Trader99,RC99,Blacklisted,45103
C-873,Customer 873,Trader99,RC99,Open,45686
C-874,Customer 874,Trader74,RC74,Canvassing,45419
C-875,Customer 875,Trader99,RC99,Active,45282
C-876,Customer 876,Trader99,RC99,Canvassing,45510
C-877,Customer 877,Trader17,RC17,Canvassing,45510
C-878,Customer 878,Trader17,RC17,Active,45372
C-879,Customer 879,Trader52,RC52,Active,45371
C-88,Customer 88,Trader26,RC26,Open,44927
C-880,Customer 880,Trader26,RC26,Blacklisted,45419
C-881,Customer 881,Trader23,RC23,Open,44927
C-882,Customer 882,Trader99,RC99,Canvassing,45063
C-883,Customer 883,Trader99,RC99,Active,45282
C-884,Customer 884,Trader99,RC99,Canvassing,45419
C-885,Customer 885,Trader17,RC17,Active,45282
C-886,Customer 886,Trader1,RC1,Open,44927
C-887,Customer 887,Trader99,RC99,Active,45282
C-888,Customer 888,Trader99,RC99,Open,45686
C-889,Customer 889,Trader17,RC17,Active,45419
C-89,Customer 89,Trader65,RC65,Open,44927
C-890,Customer 890,Trader74,RC74,Active,45372
C-891,Customer 891,Trader17,RC17,Canvassing,45334
C-892,Customer 892,Trader99,RC99,Canvassing,45097
C-893,Customer 893,Trader44,RC44,Open,44927
C-894,Customer 894,Trader27,RC27,Active,45282
C-895,Customer 895,Trader5,RC5,Canvassing,45419
C-896,Customer 896,Trader99,RC99,Canvassing,45097
C-897,Customer 897,Trader58,RC58,Open,44927
C-898,Customer 898,Trader99,RC99,Open,44927
C-899,Customer 899,Trader65,RC65,Open,44927
C-09,Customer 9,Trader76,RC76,Canvassing,45419
C-90,Customer 90,Trader51,RC51,Open,45604
C-900,Customer 900,Trader99,RC99,Active,45282
C-901,Customer 901,Trader65,RC65,Open,44927
C-902,Customer 902,Trader17,RC17,Canvassing,45341
C-903,Customer 903,Trader99,RC99,Canvassing,45419
C-904,Customer 904,Trader73,RC73,Canvassing,45510
C-905,Customer 905,Trader52,RC52,Canvassing,45282
C-906,Customer 906,Trader74,RC74,Canvassing,45282
C-907,Customer 907,Trader74,RC74,Canvassing,45282
C-908,Customer 908,Trader74,RC74,Canvassing,45510
C-909,Customer 909,Trader17,RC17,Open,44927
C-91,Customer 91,Trader6,RC6,Canvassing,45282
C-910,Customer 910,Trader52,RC52,Canvassing,45483
C-911,Customer 911,Trader99,RC99,Open,45691
C-912,Customer 912,Trader17,RC17,Open,44927
C-913,Customer 913,Trader99,RC99,Canvassing,45097
C-914,Customer 914,Trader38,RC38,Active,45376
C-915,Customer 915,Trader77,RC77,Active,45282
C-916,Customer 916,Trader29,RC29,Canvassing,45419
C-917,Customer 917,Trader99,RC99,Blacklisted,45282
C-918,Customer 918,Trader41,RC41,Open,44927
C-919,Customer 919,Trader26,RC26,Active,45063
C-92,Customer 92,Trader99,RC99,Blacklisted,45282
C-920,Customer 920,Trader99,RC99,Active,45371
C-921,Customer 921,Trader41,RC41,Open,44927
C-922,Customer 922,Trader99,RC99,Open,45695
C-923,Customer 923,Trader52,RC52,Open,44927
C-924,Customer 924,Trader52,RC52,Open,44927
C-925,Customer 925,Trader52,RC52,Active,45562
C-926,Customer 926,Trader52,RC52,Active,45371
C-927,Customer 927,Trader26,RC26,Canvassing,45097
C-928,Customer 928,Trader99,RC99,Blacklisted,45371
C-929,Customer 929,Trader65,RC65,Open,44927
C-93,Customer 93,Trader65,RC65,Open,44927
C-930,Customer 930,Trader17,RC17,Canvassing,45419
C-931,Customer 931,Trader41,RC41,Canvassing,45419
C-932,Customer 932,Trader26,RC26,Open,44927
C-933,Customer 933,Trader74,RC74,Active,45371
C-934,Customer 934,Trader26,RC26,Canvassing,45097
C-935,Customer 935,Trader99,RC99,Open,45694
C-936,Customer 936,Trader99,RC99,Blacklisted,45680
C-937,Customer 937,Trader22,RC22,Canvassing,45419
C-938,Customer 938,Trader99,RC99,Blacklisted,45282
C-939,Customer 939,Trader26,RC26,Active,45282
C-94,Customer 94,Trader58,RC58,Open,44927
C-940,Customer 940,Trader26,RC26,Canvassing,45419
C-941,Customer 941,Trader38,RC38,Canvassing,45288
C-942,Customer 942,Trader38,RC38,Active,45063
C-943,Customer 943,Trader71,RC71,Canvassing,45380
C-944,Customer 944,Trader99,RC99,Open,45691
C-945,Customer 945,Trader19,RC19,Active,45097
C-946,Customer 946,Trader40,RC40,Active,45376
C-947,Customer 947,Trader58,RC58,Open,44927
C-948,Customer 948,Trader99,RC99,Blacklisted,45419
C-949,Customer 949,Trader99,RC99,Active,45097
C-95,Customer 95,Trader20,RC20,Canvassing,45419
C-950,Customer 950,Trader99,RC99,Blacklisted,45419
C-951,Customer 951,Trader99,RC99,Canvassing,45282
C-952,Customer 952,Trader99,RC99,Open,45720
C-953,Customer 953,Trader99,RC99,Blacklisted,45671
C-954,Customer 954,Trader60,RC60,Canvassing,45282
C-955,Customer 955,Trader5,RC5,Active,45371
C-956,Customer 956,Trader99,RC99,Canvassing,45097
C-957,Customer 957,Trader46,RC46,Active,45288
C-958,Customer 958,Trader74,RC74,Canvassing,45091
C-959,Customer 959,Trader78,RC78,Canvassing,45419
C-96,Customer 96,Trader20,RC20,Canvassing,45419
C-960,Customer 960,Trader46,RC46,Canvassing,45510
C-961,Customer 961,Trader99,RC99,Open,45691
C-962,Customer 962,Trader46,RC46,Active,45510
C-963,Customer 963,Trader65,RC65,Open,44927
C-964,Customer 964,Trader99,RC99,Active,45282
C-965,Customer 965,Trader58,RC58,Open,44927
C-966,Customer 966,Trader99,RC99,Open,45590
C-967,Customer 967,Trader41,RC41,Open,44927
C-968,Customer 968,Trader41,RC41,Open,44927
C-969,Customer 969,Trader99,RC99,Open,44927
C-97,Customer 97,Trader42,RC42,Canvassing,45097
C-970,Customer 970,Trader39,RC39,Active,45450
C-971,Customer 971,Trader51,RC51,Active,45482
C-972,Customer 972,Trader99,RC99,Active,45282
C-973,Customer 973,Trader26,RC26,Open,44927
C-974,Customer 974,Trader99,RC99,Active,45371
C-975,Customer 975,Trader99,RC99,Canvassing,45524
C-976,Customer 976,Trader74,RC74,Canvassing,45468
C-977,Customer 977,Trader99,RC99,Open,45687
C-978,Customer 978,Trader27,RC27,Canvassing,45488
C-979,Customer 979,Trader99,RC99,Canvassing,45419
C-98,Customer 98,Trader41,RC41,Active,45419
C-980,Customer 980,Trader99,RC99,Open,45691
C-981,Customer 981,Trader5,RC5,Canvassing,45419
C-982,Customer 982,Trader99,RC99,Canvassing,45419
C-983,Customer 983,Trader52,RC52,Active,45510
C-984,Customer 984,Trader99,RC99,Canvassing,45282
C-985,Customer 985,Trader44,RC44,Open,44927
C-986,Customer 986,Trader65,RC65,Open,44927
C-987,Customer 987,Trader99,RC99,Open,45687
C-988,Customer 988,Trader51,RC51,Canvassing,45282
C-989,Customer 989,Trader19,RC19,Active,45063
C-99,Customer 99,Trader99,RC99,Canvassing,45282
C-990,Customer 990,Trader26,RC26,Canvassing,45282
C-991,Customer 991,Trader99,RC99,Active,45097
C-992,Customer 992,Trader74,RC74,Canvassing,45510
C-993,Customer 993,Trader26,RC26,Open,44927
C-994,Customer 994,Trader99,RC99,Canvassing,45509
C-995,Customer 995,Trader99,RC99,Active,45282
C-996,Customer 996,Trader99,RC99,Active,45282
C-997,Customer 997,Trader5,RC5,Open,45720
C-998,Customer 998,Trader41,RC41,Open,44927
C-999,Customer 999,Trader99,RC99,Open,44927
