Deal No.,Status,Deal Created,Enquiry Date,Trader,Responsibility Center,Customer Key,Customer Name
ENQ00325,Lost,FALSE,10/31/2023,Trader71,RC71,C-691,Customer 691
ENQ00331,Lost,FALSE,8/6/2023,Trader71,RC71,C-1316,Customer 1316
ENQ00323,Lost,FALSE,4/18/2024,Trader65,RC65,C-795,Customer 795
ENQ00327,Fixed,TRUE,10/7/2022,Trader62,RC62,C-390,Customer 390
ENQ00322,Fixed,TRUE,5/16/2024,Trader55,RC55,C-989,Customer 989
ENQ00332,Fixed,TRUE,11/19/2023,Trader48,RC48,C-1141,Customer 1141
ENQ00326,Lost,FALSE,9/8/2025,Trader4,RC4,C-604,Customer 604
ENQ00333,Lost,FALSE,3/27/2022,Trader36,RC36,C-1114,Customer 1114
ENQ00321,Lost,FALSE,10/29/2022,Trader32,RC32,C-9999,Customer 9999
ENQ00330,Approved,FALSE,4/10/2023,Trader32,RC32,C-1609,Customer 1609
ENQ00324,Fixed,TRUE,9/29/2021,Trader25,RC25,C-777,Customer 777
ENQ00328,Lost,FALSE,2/2/2021,Trader17,RC17,C-231,Customer 231
ENQ00329,Lost,FALSE,1/21/2024,Trader17,RC17,C-211,Customer 211
ENQ00334,Fixed,TRUE,5/30/2024,Trader65,RC65,C-83,Customer 83
ENQ00340,Fixed,TRUE,9/5/2021,Trader64,RC64,C-1294,Customer 1294
ENQ00337,Fixed,TRUE,2/25/2021,Trader6,RC6,C-1974,Customer 1974
ENQ00339,Lost,FALSE,3/14/2024,Trader52,RC52,C-1433,Customer 1433
ENQ00335,Lost,FALSE,4/24/2024,Trader5,RC5,C-307,Customer 307
ENQ00341,Fixed,TRUE,12/25/2021,Trader5,RC5,C-1150,Customer 1150
ENQ00336,Lost,FALSE,9/11/2022,Trader26,RC26,C-275,Customer 275
ENQ00338,Lost,FALSE,4/21/2025,Trader19,RC19,C-1805,Customer 1805
ENQ00344,Lost,FALSE,8/28/2024,Trader65,RC65,C-848,Customer 848
ENQ00345,Lost,FALSE,9/10/2023,Trader65,RC65,C-83,Customer 83
ENQ00350,Fixed,TRUE,8/19/2023,Trader64,RC64,C-1258,Customer 1258
ENQ00346,Fixed,TRUE,9/1/2023,Trader52,RC52,C-2083,Customer 2083
ENQ00349,Fixed,TRUE,2/22/2020,Trader52,RC52,C-1260,Customer 1260
ENQ00343,Lost,FALSE,9/27/2022,Trader5,RC5,C-955,Customer 955
ENQ00348,Fixed,TRUE,5/26/2021,Trader29,RC29,C-1784,Customer 1784
ENQ00342,Lost,FALSE,10/8/2022,Trader26,RC26,C-9999,Customer 9999
ENQ00347,Lost,FALSE,8/13/2024,Trader26,RC26,C-185,Customer 185
ENQ00353,Lost,FALSE,9/15/2021,Trader71,RC71,C-1316,Customer 1316
ENQ00354,Lost,FALSE,1/14/2023,Trader71,RC71,C-1276,Customer 1276
ENQ00352,Fixed,TRUE,1/18/2022,Trader5,RC5,C-1626,Customer 1626
ENQ00351,Lost,FALSE,3/9/2021,Trader41,RC41,C-967,Customer 967
ENQ00355,Lost,FALSE,5/15/2024,Trader4,RC4,C-1013,Customer 1013
ENQ00359,Lost,FALSE,8/18/2025,Trader70,RC70,C-2046,Customer 2046
ENQ00367,Lost,FALSE,3/19/2023,Trader63,RC63,C-1001,Customer 1001
ENQ00365,Fixed,TRUE,1/13/2022,Trader60,RC60,C-1343,Customer 1343
ENQ00357,Fixed,TRUE,10/5/2024,Trader58,RC58,C-687,Customer 687
ENQ00360,Fixed,TRUE,1/18/2025,Trader52,RC52,C-1949,Customer 1949
ENQ00366,Lost,FALSE,5/8/2020,Trader52,RC52,C-1287,Customer 1287
ENQ00361,Lost,FALSE,9/21/2021,Trader51,RC51,C-1781,Customer 1781
ENQ00358,Fixed,TRUE,9/24/2020,Trader5,RC5,C-676,Customer 676
ENQ00364,Fixed,TRUE,11/17/2023,Trader48,RC48,C-1366,Customer 1366
ENQ00356,Lost,FALSE,5/6/2023,Trader47,RC47,C-9999,Customer 9999
ENQ00362,Lost,FALSE,3/22/2025,Trader27,RC27,C-1689,Customer 1689
ENQ00363,Lost,FALSE,5/8/2021,Trader19,RC19,C-1406,Customer 1406
ENQ00368,Lost,FALSE,5/20/2025,Trader58,RC58,C-941,Customer 941
ENQ00371,Lost,FALSE,8/22/2024,Trader58,RC58,C-257,Customer 257
ENQ00377,Fixed,TRUE,9/1/2024,Trader58,RC58,C-1358,Customer 1358
ENQ00369,Fixed,TRUE,8/5/2024,Trader5,RC5,C-676,Customer 676
ENQ00370,Fixed,TRUE,6/22/2024,Trader5,RC5,C-344,Customer 344
ENQ00372,Fixed,TRUE,8/19/2022,Trader39,RC39,C-253,Customer 253
ENQ00376,Lost,FALSE,6/13/2022,Trader36,RC36,C-137,Customer 137
ENQ00374,Lost,FALSE,2/23/2023,Trader26,RC26,C-1600,Customer 1600
ENQ00373,Lost,FALSE,9/19/2021,Trader20,RC20,C-1899,Customer 1899
ENQ00375,Fixed,TRUE,12/8/2025,Trader19,RC19,C-1406,Customer 1406
ENQ00382,Fixed,TRUE,1/26/2020,Trader52,RC52,C-1287,Customer 1287
ENQ00383,Fixed,TRUE,7/25/2022,Trader52,RC52,C-1220,Customer 1220
ENQ00378,Lost,FALSE,1/3/2025,Trader5,RC5,C-79,Customer 79
ENQ00384,Lost,FALSE,1/19/2024,Trader48,RC48,C-1192,Customer 1192
ENQ00381,Lost,FALSE,4/2/2024,Trader27,RC27,C-1869,Customer 1869
ENQ00380,Fixed,TRUE,10/23/2021,Trader26,RC26,C-322,Customer 322
ENQ00379,Lost,FALSE,8/15/2020,Trader25,RC25,C-774,Customer 774
ENQ00391,Lost,FALSE,2/18/2025,Trader64,RC64,C-1275,Customer 1275
ENQ00386,Fixed,TRUE,1/2/2023,Trader58,RC58,C-687,Customer 687
ENQ00390,Lost,FALSE,3/12/2024,Trader52,RC52,C-1287,Customer 1287
ENQ00389,Fixed,TRUE,10/30/2024,Trader47,RC47,C-1559,Customer 1559
ENQ00387,Lost,FALSE,6/12/2022,Trader42,RC42,C-429,Customer 429
ENQ00385,Fixed,TRUE,11/7/2024,Trader26,RC26,C-841,Customer 841
ENQ00388,Lost,FALSE,3/25/2025,Trader26,RC26,C-322,Customer 322
ENQ00396,Lost,FALSE,11/16/2022,Trader71,RC71,C-263,Customer 263
ENQ00399,Lost,FALSE,1/28/2024,Trader68,RC68,C-1609,Customer 1609
ENQ00398,Fixed,TRUE,9/26/2024,Trader6,RC6,C-1974,Customer 1974
ENQ00393,Lost,FALSE,10/19/2023,Trader58,RC58,C-687,Customer 687
ENQ00401,Lost,FALSE,8/3/2023,Trader52,RC52,C-1138,Customer 1138
ENQ00400,Fixed,TRUE,11/9/2022,Trader44,RC44,C-1236,Customer 1236
ENQ00395,Lost,FALSE,10/16/2022,Trader42,RC42,C-327,Customer 327
ENQ00394,Lost,FALSE,3/12/2021,Trader36,RC36,C-395,Customer 395
ENQ00392,Fixed,TRUE,1/4/2025,Trader26,RC26,C-725,Customer 725
ENQ00397,Lost,FALSE,5/4/2021,Trader17,RC17,C-211,Customer 211
ENQ00402,Lost,FALSE,5/2/2024,Trader41,RC41,C-921,Customer 921
ENQ00404,Fixed,TRUE,1/29/2022,Trader39,RC39,C-120,Customer 120
ENQ00403,Lost,FALSE,8/31/2025,Trader26,RC26,C-658,Customer 658
ENQ00405,Fixed,TRUE,10/17/2020,Trader20,RC20,C-1052,Customer 1052
ENQ00407,Fixed,TRUE,12/30/2021,Trader71,RC71,C-675,Customer 675
ENQ00411,Lost,FALSE,10/18/2025,Trader70,RC70,C-2046,Customer 2046
ENQ00410,Fixed,TRUE,10/27/2023,Trader65,RC65,C-233,Customer 233
ENQ00412,Fixed,TRUE,9/20/2020,Trader63,RC63,C-1151,Customer 1151
ENQ00406,Fixed,TRUE,8/24/2022,Trader5,RC5,C-676,Customer 676
ENQ00409,Lost,FALSE,10/16/2022,Trader36,RC36,C-306,Customer 306
ENQ00408,Approved,FALSE,7/1/2023,Trader26,RC26,C-322,Customer 322
ENQ00417,Fixed,TRUE,8/30/2020,Trader52,RC52,C-1713,Customer 1713
ENQ00418,Fixed,TRUE,4/23/2025,Trader52,RC52,C-1222,Customer 1222
ENQ00419,Lost,FALSE,5/30/2023,Trader5,RC5,C-1150,Customer 1150
ENQ00413,Lost,FALSE,11/12/2024,Trader42,RC42,C-9999,Customer 9999
ENQ00414,Lost,FALSE,8/4/2021,Trader36,RC36,C-738,Customer 738
ENQ00415,Lost,FALSE,3/31/2025,Trader36,RC36,C-357,Customer 357
ENQ00416,Fixed,TRUE,11/21/2022,Trader26,RC26,C-322,Customer 322
ENQ00427,Lost,FALSE,4/11/2023,Trader52,RC52,C-1293,Customer 1293
ENQ00420,Fixed,TRUE,6/26/2021,Trader51,RC51,C-971,Customer 971
ENQ00426,Fixed,TRUE,7/25/2021,Trader48,RC48,C-1437,Customer 1437
ENQ00425,Fixed,TRUE,4/2/2023,Trader47,RC47,C-1581,Customer 1581
ENQ00423,Lost,FALSE,6/23/2023,Trader36,RC36,C-207,Customer 207
ENQ00424,Fixed,TRUE,8/12/2025,Trader26,RC26,C-1875,Customer 1875
ENQ00428,Fixed,TRUE,10/5/2024,Trader26,RC26,C-1113,Customer 1113
ENQ00422,Lost,FALSE,9/18/2021,Trader19,RC19,C-712,Customer 712
ENQ00421,Lost,FALSE,7/21/2021,Trader17,RC17,C-902,Customer 902
ENQ00431,Fixed,TRUE,6/17/2024,Trader58,RC58,C-687,Customer 687
ENQ00437,Lost,FALSE,1/1/2022,Trader52,RC52,C-1148,Customer 1148
ENQ00433,Lost,FALSE,9/5/2024,Trader5,RC5,C-357,Customer 357
ENQ00432,Lost,FALSE,2/17/2021,Trader36,RC36,C-357,Customer 357
ENQ00434,Lost,FALSE,3/19/2024,Trader32,RC32,C-2185,Customer 2185
ENQ00429,Fixed,TRUE,9/28/2025,Trader26,RC26,C-939,Customer 939
ENQ00436,Lost,FALSE,9/12/2022,Trader21,RC21,C-1316,Customer 1316
ENQ00435,Fixed,TRUE,10/13/2022,Trader17,RC17,C-1771,Customer 1771
ENQ00430,Fixed,TRUE,10/29/2023,Trader15,RC15,C-889,Customer 889
ENQ00439,Lost,FALSE,11/19/2021,Trader71,RC71,C-691,Customer 691
ENQ00445,Lost,FALSE,6/10/2022,Trader58,RC58,C-1464,Customer 1464
ENQ00442,Lost,FALSE,4/17/2023,Trader52,RC52,C-1746,Customer 1746
ENQ00438,Lost,FALSE,5/23/2021,Trader5,RC5,C-955,Customer 955
ENQ00443,Lost,FALSE,7/22/2022,Trader5,RC5,C-1626,Customer 1626
ENQ00446,Fixed,TRUE,1/5/2022,Trader48,RC48,C-1246,Customer 1246
ENQ00441,Fixed,TRUE,12/17/2023,Trader40,RC40,C-1992,Customer 1992
ENQ00440,Lost,FALSE,6/19/2023,Trader17,RC17,C-211,Customer 211
ENQ00444,Lost,FALSE,1/15/2022,Trader11,RC11,C-1487,Customer 1487
ENQ00453,Fixed,TRUE,11/1/2025,Trader62,RC62,C-1034,Customer 1034
ENQ00452,Declined,FALSE,4/28/2022,Trader60,RC60,C-1343,Customer 1343
ENQ00449,Lost,FALSE,8/11/2020,Trader46,RC46,C-304,Customer 304
ENQ00451,Lost,FALSE,8/9/2020,Trader38,RC38,C-2101,Customer 2101
ENQ00447,Lost,FALSE,4/25/2021,Trader36,RC36,C-675,Customer 675
ENQ00448,Lost,FALSE,3/26/2025,Trader36,RC36,C-357,Customer 357
ENQ00454,Lost,FALSE,1/16/2020,Trader36,RC36,C-1026,Customer 1026
ENQ00450,Lost,FALSE,5/25/2021,Trader26,RC26,C-271,Customer 271
ENQ00459,Lost,FALSE,7/28/2020,Trader65,RC65,C-1403,Customer 1403
ENQ00460,Fixed,TRUE,9/13/2022,Trader60,RC60,C-1313,Customer 1313
ENQ00455,Fixed,TRUE,11/12/2021,Trader58,RC58,C-687,Customer 687
ENQ00466,Lost,FALSE,10/24/2023,Trader58,RC58,C-1094,Customer 1094
ENQ00465,Lost,FALSE,10/11/2022,Trader52,RC52,C-1164,Customer 1164
ENQ00464,Lost,FALSE,2/3/2020,Trader5,RC5,C-1180,Customer 1180
ENQ00462,Lost,FALSE,2/22/2025,Trader48,RC48,C-1246,Customer 1246
ENQ00463,Fixed,TRUE,2/6/2023,Trader48,RC48,C-1246,Customer 1246
ENQ00456,Fixed,TRUE,7/17/2021,Trader42,RC42,C-293,Customer 293
ENQ00457,Lost,FALSE,12/6/2025,Trader29,RC29,C-1822,Customer 1822
ENQ00458,Lost,FALSE,9/26/2021,Trader26,RC26,C-171,Customer 171
ENQ00461,Lost,FALSE,3/1/2021,Trader20,RC20,C-1310,Customer 1310
ENQ00472,Fixed,TRUE,9/11/2023,Trader78,RC78,C-2172,Customer 2172
ENQ00469,Fixed,TRUE,10/31/2024,Trader65,RC65,C-83,Customer 83
ENQ00475,Fixed,TRUE,10/14/2023,Trader58,RC58,C-167,Customer 167
ENQ00470,Fixed,TRUE,6/9/2020,Trader51,RC51,C-373,Customer 373
ENQ00473,Fixed,TRUE,9/25/2022,Trader51,RC51,C-1824,Customer 1824
ENQ00474,Fixed,TRUE,7/15/2022,Trader51,RC51,C-1776,Customer 1776
ENQ00476,Lost,FALSE,5/26/2020,Trader5,RC5,C-1150,Customer 1150
ENQ00467,Lost,FALSE,6/22/2023,Trader36,RC36,C-970,Customer 970
ENQ00478,Lost,FALSE,11/27/2021,Trader36,RC36,C-1026,Customer 1026
ENQ00471,Lost,FALSE,7/20/2025,Trader28,RC28,C-2291,Customer 2291
ENQ00468,Lost,FALSE,11/3/2023,Trader26,RC26,C-841,Customer 841
ENQ00477,Lost,FALSE,8/6/2020,Trader26,RC26,C-1042,Customer 1042
ENQ00486,Fixed,TRUE,3/3/2023,Trader65,RC65,C-1427,Customer 1427
ENQ00485,Lost,FALSE,5/6/2021,Trader64,RC64,C-1431,Customer 1431
ENQ00479,Lost,FALSE,10/22/2025,Trader58,RC58,C-687,Customer 687
ENQ00481,Fixed,TRUE,9/17/2020,Trader5,RC5,C-642,Customer 642
ENQ00480,Fixed,TRUE,3/26/2024,Trader44,RC44,C-657,Customer 657
ENQ00487,Fixed,TRUE,3/12/2025,Trader22,RC22,C-1212,Customer 1212
ENQ00482,Lost,FALSE,1/21/2024,Trader17,RC17,C-211,Customer 211
ENQ00483,Fixed,TRUE,9/23/2025,Trader11,RC11,C-1575,Customer 1575
ENQ00484,Lost,FALSE,5/29/2025,Trader11,RC11,C-1538,Customer 1538
ENQ00489,Lost,FALSE,8/18/2021,Trader65,RC65,C-83,Customer 83
ENQ00496,Lost,FALSE,12/26/2025,Trader63,RC63,C-1156,Customer 1156
ENQ00488,Fixed,TRUE,10/4/2021,Trader58,RC58,C-947,Customer 947
ENQ00494,Fixed,TRUE,6/13/2023,Trader51,RC51,C-1681,Customer 1681
ENQ00495,Lost,FALSE,2/25/2022,Trader48,RC48,C-1315,Customer 1315
ENQ00491,Lost,FALSE,2/22/2020,Trader46,RC46,C-362,Customer 362
ENQ00492,Lost,FALSE,3/28/2020,Trader36,RC36,C-242,Customer 242
ENQ00493,Lost,FALSE,8/30/2023,Trader36,RC36,C-232,Customer 232
ENQ00490,Fixed,TRUE,3/18/2023,Trader26,RC26,C-369,Customer 369
ENQ00498,Lost,FALSE,4/14/2022,Trader52,RC52,C-926,Customer 926
ENQ00500,Fixed,TRUE,10/7/2020,Trader48,RC48,C-1457,Customer 1457
ENQ00499,Lost,FALSE,9/1/2020,Trader37,RC37,C-1487,Customer 1487
ENQ00497,Fixed,TRUE,9/14/2021,Trader23,RC23,C-983,Customer 983
ENQ00501,Lost,FALSE,9/23/2023,Trader10,RC10,C-1118,Customer 1118
ENQ00510,Fixed,TRUE,7/29/2022,Trader71,RC71,C-1110,Customer 1110
ENQ00502,Lost,FALSE,5/30/2024,Trader65,RC65,C-83,Customer 83
ENQ00503,Fixed,TRUE,1/9/2023,Trader65,RC65,C-83,Customer 83
ENQ00512,Fixed,TRUE,9/26/2022,Trader62,RC62,C-1034,Customer 1034
ENQ00513,Fixed,TRUE,4/30/2024,Trader62,RC62,C-1034,Customer 1034
ENQ00504,Lost,FALSE,9/21/2025,Trader42,RC42,C-327,Customer 327
ENQ00509,Lost,FALSE,7/6/2024,Trader42,RC42,C-1258,Customer 1258
ENQ00507,Lost,FALSE,8/28/2020,Trader36,RC36,C-306,Customer 306
ENQ00508,Fixed,TRUE,12/10/2021,Trader28,RC28,C-2079,Customer 2079
ENQ00505,Lost,FALSE,4/9/2022,Trader26,RC26,C-322,Customer 322
ENQ00506,Lost,FALSE,5/18/2020,Trader26,RC26,C-322,Customer 322
ENQ00511,Lost,FALSE,12/2/2021,Trader14,RC14,C-1039,Customer 1039
ENQ00518,Lost,FALSE,8/4/2025,Trader8,RC8,C-1897,Customer 1897
ENQ00520,Declined,FALSE,3/6/2021,Trader61,RC61,C-1202,Customer 1202
ENQ00519,Fixed,TRUE,7/25/2024,Trader52,RC52,C-1241,Customer 1241
ENQ00514,Fixed,TRUE,6/4/2022,Trader5,RC5,C-955,Customer 955
ENQ00521,Lost,FALSE,11/8/2023,Trader48,RC48,C-1139,Customer 1139
ENQ00515,Lost,FALSE,12/4/2022,Trader47,RC47,C-758,Customer 758
ENQ00517,Lost,FALSE,11/17/2021,Trader36,RC36,C-242,Customer 242
ENQ00516,Fixed,TRUE,2/21/2025,Trader19,RC19,C-707,Customer 707
ENQ00527,Fixed,TRUE,6/4/2022,Trader77,RC77,C-2022,Customer 2022
ENQ00525,Lost,FALSE,3/22/2024,Trader74,RC74,C-2124,Customer 2124
ENQ00524,Lost,FALSE,3/15/2023,Trader71,RC71,C-675,Customer 675
ENQ00522,Lost,FALSE,4/27/2021,Trader65,RC65,C-83,Customer 83
ENQ00531,Lost,FALSE,12/21/2021,Trader64,RC64,C-1281,Customer 1281
ENQ00526,Fixed,TRUE,4/13/2022,Trader52,RC52,C-2041,Customer 2041
ENQ00523,Lost,FALSE,8/18/2020,Trader5,RC5,C-79,Customer 79
ENQ00532,Lost,FALSE,2/6/2025,Trader5,RC5,C-1150,Customer 1150
ENQ00529,Lost,FALSE,4/16/2023,Trader46,RC46,C-1406,Customer 1406
ENQ00530,Lost,FALSE,5/5/2020,Trader46,RC46,C-1406,Customer 1406
ENQ00528,Fixed,TRUE,10/7/2024,Trader40,RC40,C-1866,Customer 1866
ENQ00533,Lost,FALSE,4/29/2022,Trader20,RC20,C-1087,Customer 1087
ENQ00539,Lost,FALSE,8/17/2025,Trader76,RC76,C-2227,Customer 2227
ENQ00534,Fixed,TRUE,4/7/2024,Trader65,RC65,C-83,Customer 83
ENQ00536,Lost,FALSE,11/12/2020,Trader65,RC65,C-57,Customer 57
ENQ00540,Lost,FALSE,9/4/2024,Trader6,RC6,C-1974,Customer 1974
ENQ00537,Lost,FALSE,7/9/2024,Trader58,RC58,C-316,Customer 316
ENQ00542,Fixed,TRUE,6/4/2021,Trader58,RC58,C-1232,Customer 1232
ENQ00543,Lost,FALSE,12/16/2025,Trader52,RC52,C-1159,Customer 1159
ENQ00544,Lost,FALSE,12/23/2025,Trader36,RC36,C-1114,Customer 1114
ENQ00535,Lost,FALSE,1/12/2024,Trader26,RC26,C-733,Customer 733
ENQ00538,Fixed,TRUE,6/19/2021,Trader20,RC20,C-2302,Customer 2302
ENQ00541,Lost,FALSE,7/7/2021,Trader11,RC11,C-1575,Customer 1575
ENQ00549,Fixed,TRUE,5/24/2024,Trader5,RC5,C-1150,Customer 1150
ENQ00546,Lost,FALSE,8/5/2022,Trader48,RC48,C-431,Customer 431
ENQ00550,Fixed,TRUE,1/29/2020,Trader41,RC41,C-1142,Customer 1142
ENQ00548,Fixed,TRUE,5/6/2022,Trader40,RC40,C-1866,Customer 1866
ENQ00547,Lost,FALSE,2/17/2023,Trader28,RC28,C-2079,Customer 2079
ENQ00545,Lost,FALSE,3/2/2023,Trader26,RC26,C-841,Customer 841
ENQ00555,Lost,FALSE,12/3/2022,Trader74,RC74,C-2124,Customer 2124
ENQ00561,Fixed,TRUE,12/15/2025,Trader71,RC71,C-1092,Customer 1092
ENQ00552,Fixed,TRUE,4/8/2020,Trader65,RC65,C-83,Customer 83
ENQ00553,Fixed,TRUE,3/9/2025,Trader58,RC58,C-674,Customer 674
ENQ00557,Lost,FALSE,11/23/2025,Trader52,RC52,C-1746,Customer 1746
ENQ00560,Lost,FALSE,3/10/2022,Trader52,RC52,C-1214,Customer 1214
ENQ00559,Fixed,TRUE,4/29/2022,Trader41,RC41,C-1278,Customer 1278
ENQ00554,Fixed,TRUE,11/15/2024,Trader36,RC36,C-232,Customer 232
ENQ00556,Lost,FALSE,8/31/2025,Trader36,RC36,C-207,Customer 207
ENQ00562,Lost,FALSE,3/16/2020,Trader21,RC21,C-1086,Customer 1086
ENQ00551,Lost,FALSE,5/9/2020,Trader17,RC17,C-9999,Customer 9999
ENQ00558,Lost,FALSE,4/27/2024,Trader17,RC17,C-1599,Customer 1599
ENQ00567,Lost,FALSE,2/10/2020,Trader8,RC8,C-1902,Customer 1902
ENQ00563,Fixed,TRUE,6/25/2025,Trader51,RC51,C-971,Customer 971
ENQ00568,Lost,FALSE,12/21/2024,Trader51,RC51,C-1781,Customer 1781
ENQ00565,Fixed,TRUE,7/11/2025,Trader44,RC44,C-843,Customer 843
ENQ00566,Fixed,TRUE,2/10/2024,Trader26,RC26,C-620,Customer 620
ENQ00564,Fixed,TRUE,4/9/2024,Trader22,RC22,C-937,Customer 937
ENQ00569,Lost,FALSE,6/1/2023,Trader19,RC19,C-1179,Customer 1179
ENQ00574,Fixed,TRUE,4/10/2023,Trader7,RC7,C-620,Customer 620
ENQ00575,Fixed,TRUE,8/12/2024,Trader65,RC65,C-233,Customer 233
ENQ00577,Lost,FALSE,7/1/2024,Trader64,RC64,C-1294,Customer 1294
ENQ00573,Lost,FALSE,11/23/2023,Trader58,RC58,C-687,Customer 687
ENQ00571,Lost,FALSE,10/23/2021,Trader52,RC52,C-879,Customer 879
ENQ00576,Lost,FALSE,2/21/2022,Trader52,RC52,C-1463,Customer 1463
ENQ00578,Lost,FALSE,1/27/2020,Trader5,RC5,C-1150,Customer 1150
ENQ00570,Fixed,TRUE,12/17/2024,Trader44,RC44,C-919,Customer 919
ENQ00572,Lost,FALSE,5/8/2022,Trader44,RC44,C-75,Customer 75
ENQ00584,Lost,FALSE,3/10/2025,Trader71,RC71,C-232,Customer 232
ENQ00581,Fixed,TRUE,3/3/2022,Trader58,RC58,C-687,Customer 687
ENQ00579,Fixed,TRUE,10/18/2021,Trader52,RC52,C-879,Customer 879
ENQ00582,Fixed,TRUE,12/4/2025,Trader5,RC5,C-676,Customer 676
ENQ00580,Lost,FALSE,6/28/2020,Trader26,RC26,C-734,Customer 734
ENQ00583,Fixed,TRUE,5/2/2025,Trader26,RC26,C-322,Customer 322
ENQ00594,Fixed,TRUE,4/18/2024,Trader81,RC81,C-2221,Customer 2221
ENQ00587,Lost,FALSE,1/4/2025,Trader71,RC71,C-691,Customer 691
ENQ00588,Lost,FALSE,8/29/2022,Trader71,RC71,C-691,Customer 691
ENQ00589,Lost,FALSE,9/30/2020,Trader71,RC71,C-691,Customer 691
ENQ00597,Lost,FALSE,3/1/2022,Trader70,RC70,C-1369,Customer 1369
ENQ00596,Lost,FALSE,3/18/2021,Trader60,RC60,C-1394,Customer 1394
ENQ00599,Lost,FALSE,6/16/2024,Trader53,RC53,C-1077,Customer 1077
ENQ00585,Fixed,TRUE,2/20/2024,Trader51,RC51,C-971,Customer 971
ENQ00590,Fixed,TRUE,5/14/2023,Trader5,RC5,C-643,Customer 643
ENQ00598,Lost,FALSE,9/16/2024,Trader5,RC5,C-1150,Customer 1150
ENQ00591,Lost,FALSE,5/20/2023,Trader36,RC36,C-395,Customer 395
ENQ00586,Lost,FALSE,10/29/2020,Trader26,RC26,C-731,Customer 731
ENQ00592,Lost,FALSE,10/29/2021,Trader26,RC26,C-369,Customer 369
ENQ00600,Lost,FALSE,1/25/2022,Trader23,RC23,C-1068,Customer 1068
ENQ00593,Fixed,TRUE,5/17/2021,Trader12,RC12,C-25,Customer 25
ENQ00595,Fixed,TRUE,6/5/2020,Trader11,RC11,C-1425,Customer 1425
ENQ00607,Lost,FALSE,3/7/2025,Trader52,RC52,C-1146,Customer 1146
ENQ00606,Lost,FALSE,10/21/2024,Trader5,RC5,C-1150,Customer 1150
ENQ00605,Lost,FALSE,1/16/2022,Trader48,RC48,C-1192,Customer 1192
ENQ00603,Fixed,TRUE,3/31/2024,Trader47,RC47,C-2059,Customer 2059
ENQ00602,Lost,FALSE,2/13/2021,Trader42,RC42,C-327,Customer 327
ENQ00601,Lost,FALSE,7/12/2024,Trader41,RC41,C-916,Customer 916
ENQ00604,Lost,FALSE,9/24/2021,Trader11,RC11,C-1487,Customer 1487
ENQ00608,Lost,FALSE,8/8/2020,Trader41,RC41,C-920,Customer 920
ENQ00614,Fixed,TRUE,4/9/2024,Trader39,RC39,C-1276,Customer 1276
ENQ00613,Lost,FALSE,4/6/2020,Trader32,RC32,C-1526,Customer 1526
ENQ00609,Lost,FALSE,3/9/2022,Trader26,RC26,C-841,Customer 841
ENQ00611,Lost,FALSE,2/1/2023,Trader26,RC26,C-322,Customer 322
ENQ00612,Fixed,TRUE,11/7/2023,Trader26,RC26,C-271,Customer 271
ENQ00615,Fixed,TRUE,6/12/2024,Trader26,RC26,C-1121,Customer 1121
ENQ00616,Fixed,TRUE,9/13/2020,Trader20,RC20,C-1052,Customer 1052
ENQ00610,Lost,FALSE,10/31/2024,Trader19,RC19,C-712,Customer 712
ENQ00621,Fixed,TRUE,11/23/2021,Trader8,RC8,C-338,Customer 338
ENQ00626,Fixed,TRUE,4/24/2025,Trader71,RC71,C-1092,Customer 1092
ENQ00619,Fixed,TRUE,10/17/2021,Trader58,RC58,C-674,Customer 674
ENQ00627,Lost,FALSE,2/11/2021,Trader58,RC58,C-1046,Customer 1046
ENQ00618,Fixed,TRUE,9/13/2024,Trader5,RC5,C-676,Customer 676
ENQ00622,Fixed,TRUE,12/15/2024,Trader44,RC44,C-33,Customer 33
ENQ00620,Declined,FALSE,4/29/2024,Trader4,RC4,C-604,Customer 604
ENQ00628,Lost,FALSE,9/5/2023,Trader4,RC4,C-1013,Customer 1013
ENQ00624,Lost,FALSE,2/20/2022,Trader32,RC32,C-1609,Customer 1609
ENQ00625,Lost,FALSE,4/12/2025,Trader32,RC32,C-1434,Customer 1434
ENQ00623,Lost,FALSE,9/16/2024,Trader26,RC26,C-271,Customer 271
ENQ00617,Fixed,TRUE,12/17/2024,Trader17,RC17,C-869,Customer 869
ENQ00634,Lost,FALSE,7/26/2025,Trader52,RC52,C-1460,Customer 1460
ENQ00631,Lost,FALSE,5/24/2020,Trader29,RC29,C-1818,Customer 1818
ENQ00629,Fixed,TRUE,6/20/2020,Trader26,RC26,C-322,Customer 322
ENQ00632,Fixed,TRUE,8/22/2024,Trader20,RC20,C-1765,Customer 1765
ENQ00630,Fixed,TRUE,2/9/2024,Trader17,RC17,C-231,Customer 231
ENQ00633,Lost,FALSE,2/27/2023,Trader17,RC17,C-1488,Customer 1488
ENQ00641,Lost,FALSE,7/19/2021,Trader81,RC81,C-2294,Customer 2294
ENQ00640,Lost,FALSE,3/2/2023,Trader71,RC71,C-352,Customer 352
ENQ00639,Fixed,TRUE,3/11/2020,Trader62,RC62,C-390,Customer 390
ENQ00638,Fixed,TRUE,11/27/2021,Trader52,RC52,C-436,Customer 436
ENQ00643,Lost,FALSE,3/8/2023,Trader51,RC51,C-1776,Customer 1776
ENQ00637,Fixed,TRUE,8/3/2020,Trader5,RC5,C-738,Customer 738
ENQ00645,Lost,FALSE,3/28/2022,Trader46,RC46,C-1406,Customer 1406
